Date,Open,High,Low,Close,Volume,Adj Close
2013-01-17,885.28,891.00,885.28,890.36,000,890.36
2013-01-16,882.84,883.70,881.02,882.31,000,882.31
2013-01-15,876.22,884.84,875.42,884.60,000,884.60
2013-01-14,879.71,880.98,877.56,880.10,000,880.10
2013-01-11,882.61,882.62,877.44,880.77,000,880.77
2013-01-10,883.04,883.19,876.58,881.24,000,881.24
2013-01-09,877.45,879.54,877.01,879.51,000,879.51
2013-01-08,875.91,876.32,871.01,874.70,000,874.70
2013-01-07,876.34,876.71,873.74,875.80,000,875.80
2013-01-04,873.19,880.47,873.19,879.15,000,879.15
2013-01-03,873.83,878.43,870.76,872.60,000,872.60
2013-01-02,849.35,873.99,849.35,873.42,000,873.42
2012-12-31,831.89,849.89,831.18,849.35,000,849.35
2012-12-28,833.27,838.36,832.08,832.10,000,832.10
2012-12-27,838.85,839.74,827.72,837.40,000,837.40
2012-12-26,845.37,845.98,838.31,838.89,000,838.89
2012-12-24,846.35,846.35,843.43,844.74,000,844.74
2012-12-21,848.54,848.54,842.31,847.92,000,847.92
2012-12-20,847.90,852.50,845.73,852.49,000,852.49
2012-12-19,848.01,851.83,845.06,847.89,000,847.89
2012-12-18,835.78,847.69,835.50,847.69,000,847.69
2012-12-17,825.14,835.13,825.14,835.00,000,835.00
2012-12-14,822.42,827.24,821.82,823.75,000,823.75
2012-12-13,829.10,831.28,822.17,824.20,000,824.20
2012-12-12,837.17,837.29,828.58,829.39,000,829.39
2012-12-11,830.38,835.32,830.06,834.99,000,834.99
2012-12-10,822.81,826.28,822.74,826.26,000,826.26
2012-12-07,824.85,825.32,819.83,822.27,000,822.27
2012-12-06,819.56,822.90,817.74,821.79,000,821.79
2012-12-05,823.61,824.52,816.21,820.60,000,820.60
2012-12-04,820.36,823.03,816.08,822.12,000,822.12
2012-12-03,825.87,826.58,818.93,820.80,000,820.80
2012-11-30,824.58,824.58,818.90,821.92,000,821.92
2012-11-29,818.36,823.33,817.95,823.20,000,823.20
2012-11-28,804.87,813.56,798.51,813.50,000,813.50
2012-11-27,808.09,812.59,807.28,807.74,000,807.74
2012-11-26,805.31,809.04,802.50,809.02,000,809.02
2012-11-23,801.35,807.19,800.93,807.18,000,807.18
2012-11-21,795.09,798.38,793.42,798.38,000,798.38
2012-11-20,791.10,794.15,788.96,793.81,000,793.81
2012-11-19,782.37,793.07,782.37,793.06,000,793.06
2012-11-16,768.12,777.08,763.55,776.28,000,776.28
2012-11-15,772.47,775.08,765.03,769.48,000,769.48
2012-11-14,791.35,792.10,772.43,773.20,000,773.20
2012-11-13,792.21,795.97,788.77,789.01,000,789.01
2012-11-12,796.98,797.73,792.90,793.87,000,793.87
2012-11-09,793.62,800.72,789.25,795.02,000,795.02
2012-11-08,804.33,806.68,793.65,793.65,000,793.65
2012-11-07,818.91,818.91,802.23,804.52,000,804.52
2012-11-06,821.60,826.89,821.52,825.64,000,825.64
2012-11-05,814.30,820.46,812.13,819.54,000,819.54
2012-11-02,829.88,830.55,814.34,814.37,000,814.37
2012-11-01,818.78,828.48,818.43,827.85,000,827.85
2012-10-31,813.61,818.73,811.86,818.73,000,818.73
2012-10-26,816.62,819.42,807.91,813.25,000,813.25
2012-10-25,818.69,821.46,811.59,816.82,000,816.82
2012-10-24,819.08,820.23,811.92,813.65,000,813.65
2012-10-23,814.77,816.98,807.24,816.20,000,816.20
2012-10-22,820.33,821.88,816.70,820.52,000,820.52
2012-10-19,832.44,832.44,817.78,821.00,000,821.00
2012-10-18,841.03,842.37,837.12,837.12,000,837.12
2012-10-17,836.59,842.87,836.15,842.52,000,842.52
2012-10-16,831.64,835.46,831.47,835.44,000,835.44
2012-10-15,824.75,828.43,820.42,828.28,000,828.28
2012-10-12,829.50,830.95,821.99,823.09,000,823.09
2012-10-11,831.85,835.72,828.78,829.78,000,829.78
2012-10-10,828.44,829.63,824.38,826.75,000,826.75
2012-10-09,836.79,836.79,827.72,827.92,000,827.92
2012-10-08,839.55,840.36,837.62,838.41,000,838.41
2012-10-05,846.98,853.57,841.58,842.86,000,842.86
2012-10-04,840.74,844.65,835.59,844.65,000,844.65
2012-10-03,841.61,843.92,835.79,838.78,000,838.78
2012-10-02,842.94,843.41,837.49,840.51,000,840.51
2012-10-01,840.83,847.00,836.74,840.31,000,840.31
2012-09-28,839.49,841.87,835.95,837.45,000,837.45
2012-09-27,835.70,844.89,833.95,843.54,000,843.54
2012-09-26,839.57,839.66,831.82,833.93,000,833.93
2012-09-25,854.49,856.98,838.96,839.12,000,839.12
2012-09-24,851.59,856.65,849.32,851.76,000,851.76
2012-09-21,857.24,860.16,855.14,855.51,000,855.51
2012-09-20,851.35,852.96,847.09,851.51,000,851.51
2012-09-19,857.85,859.25,855.07,856.08,000,856.08
2012-09-18,857.27,858.09,854.13,856.93,000,856.93
2012-09-17,861.61,861.61,855.89,858.90,000,858.90
2012-09-14,858.89,868.50,858.87,864.70,000,864.70
2012-09-13,844.90,860.64,842.51,856.12,000,856.12
2012-09-12,842.92,845.17,840.03,845.12,000,845.12
2012-09-11,839.49,845.15,839.32,841.92,000,841.92
2012-09-10,841.39,844.30,838.98,839.37,000,839.37
2012-09-07,840.43,843.78,839.72,842.27,000,842.27
2012-09-06,825.16,839.23,825.16,837.95,000,837.95
2012-09-05,821.84,824.88,819.66,821.23,000,821.23
2012-09-04,813.17,823.77,807.36,822.14,000,822.14
2012-08-31,814.10,814.79,805.75,812.09,000,812.09
2012-08-30,817.77,817.77,808.22,808.64,000,808.64
2012-08-29,814.85,819.59,812.98,817.84,000,817.84
2012-08-28,809.73,814.91,809.49,814.28,000,814.28
2012-08-27,811.91,813.91,808.02,810.40,000,810.40
2012-08-24,804.76,810.83,803.24,809.19,000,809.19
2012-08-23,811.72,811.84,804.23,806.00,000,806.00
2012-08-22,814.71,814.92,809.60,812.56,000,812.56
2012-08-21,818.67,827.13,813.69,815.36,000,815.36
2012-08-20,817.98,817.98,812.29,816.51,000,816.51
2012-08-17,811.75,819.89,811.47,819.89,000,819.89
2012-08-16,803.86,813.57,800.79,813.08,000,813.08
2012-08-15,795.28,804.26,795.22,804.26,000,804.26
2012-08-14,802.59,804.16,794.81,796.88,000,796.88
2012-08-13,801.48,801.48,791.71,799.49,000,799.49
2012-08-10,800.73,801.82,798.09,801.55,000,801.55
2012-08-09,800.09,804.84,799.47,802.90,000,802.90
2012-08-08,801.30,802.87,797.88,800.16,000,800.16
2012-08-07,797.04,806.41,797.04,801.34,000,801.34
2012-08-06,789.27,797.34,789.27,794.35,000,794.35
2012-08-03,775.66,791.09,775.66,788.48,000,788.48
2012-08-02,767.69,773.45,765.20,768.60,000,768.60
2012-08-01,790.03,790.57,771.13,771.13,000,771.13
2012-07-31,790.25,794.97,786.43,786.94,000,786.94
2012-07-30,796.37,798.69,790.24,791.58,000,791.58
2012-07-27,779.03,797.77,777.42,796.00,000,796.00
2012-07-26,776.68,781.27,772.44,777.11,000,777.11
2012-07-25,771.75,774.59,767.58,769.31,000,769.31
2012-07-24,780.76,781.10,765.05,767.75,000,767.75
2012-07-23,781.90,782.23,774.73,778.90,000,778.90
2012-07-20,796.64,796.64,791.31,791.54,000,791.54
2012-07-19,807.65,808.53,801.32,802.17,000,802.17
2012-07-18,798.31,808.53,797.96,805.06,000,805.06
2012-07-17,797.25,802.40,790.27,799.45,000,799.45
2012-07-16,799.03,800.08,794.05,796.66,000,796.66
2012-07-13,791.99,802.34,791.99,800.99,000,800.99
2012-07-12,792.23,792.48,778.54,789.62,000,789.62
2012-07-11,795.56,797.68,788.36,792.26,000,792.26
2012-07-10,808.62,810.79,792.71,795.17,000,795.17
2012-07-09,805.67,806.84,801.55,804.80,000,804.80
2012-07-06,809.82,809.82,804.69,807.14,000,807.14
2012-07-05,816.43,820.44,813.27,817.43,000,817.43
2012-07-03,808.03,818.49,807.70,818.49,000,818.49
2012-07-02,799.82,807.94,796.14,807.94,000,807.94
2012-06-29,775.89,799.00,775.89,798.49,000,798.49
2012-06-28,770.94,775.90,764.38,775.89,000,775.89
2012-06-27,766.23,776.70,766.23,776.24,000,776.24
2012-06-26,763.27,767.82,758.10,765.02,000,765.02
2012-06-25,775.15,775.15,759.83,761.90,000,761.90
2012-06-22,768.97,775.93,766.21,775.16,000,775.16
2012-06-21,784.66,784.70,764.31,764.83,000,764.83
2012-06-20,786.03,789.22,780.53,784.05,000,784.05
2012-06-19,775.55,789.51,775.55,786.43,000,786.43
2012-06-18,766.92,774.81,764.70,772.53,000,772.53
2012-06-15,761.89,772.07,761.24,771.32,000,771.32
2012-06-14,753.21,762.88,751.86,762.34,000,762.34
2012-06-13,759.51,763.99,749.81,752.38,000,752.38
2012-06-12,754.43,761.69,748.53,761.53,000,761.53
2012-06-11,775.80,776.63,750.97,751.01,000,751.01
2012-06-08,758.44,770.07,754.72,769.19,000,769.19
2012-06-07,772.06,775.65,760.04,760.34,000,760.34
2012-06-06,746.78,765.17,746.78,765.17,000,765.17
2012-06-05,734.09,746.21,733.84,746.09,000,746.09
2012-06-04,739.69,742.73,729.75,737.24,000,737.24
2012-06-01,752.11,752.11,737.42,737.42,000,737.42
2012-05-31,762.60,765.48,751.58,761.82,000,761.82
2012-05-30,770.74,770.74,761.67,762.00,000,762.00
2012-05-29,771.80,778.77,768.99,777.16,000,777.16
2012-05-25,766.64,768.48,764.00,766.41,000,766.41
2012-05-24,766.47,766.92,756.82,766.57,000,766.57
2012-05-23,755.06,766.18,748.16,765.17,000,765.17
2012-05-22,765.09,770.16,755.60,759.63,000,759.63
2012-05-21,749.19,764.64,745.77,764.64,000,764.64
2012-05-18,753.80,758.78,745.71,747.21,000,747.21
2012-05-17,772.65,773.37,754.33,754.33,000,754.33
2012-05-16,778.69,783.89,771.97,772.11,000,772.11
2012-05-15,778.51,784.88,775.97,777.36,000,777.36
2012-05-14,782.77,784.94,777.78,778.95,000,778.95
2012-05-11,786.29,795.89,785.97,790.06,000,790.06
2012-05-10,790.22,795.77,788.14,791.75,000,791.75
2012-05-09,792.71,792.80,781.44,788.92,000,788.92
2012-05-08,788.67,793.72,781.28,793.06,000,793.06
2012-05-07,788.73,796.13,788.07,793.81,000,793.81
2012-05-04,802.09,802.09,791.26,791.84,000,791.84
2012-05-03,817.95,818.23,803.65,806.59,000,806.59
2012-05-02,811.48,818.82,807.98,818.60,000,818.60
2012-05-01,817.70,830.10,815.55,815.89,000,815.89
2012-04-30,825.47,825.47,816.48,816.88,000,816.88
2012-04-27,819.09,826.05,812.85,825.47,000,825.47
2012-04-26,810.61,819.56,810.17,818.33,000,818.33
2012-04-25,805.42,813.84,805.42,812.12,000,812.12
2012-04-24,792.50,799.54,790.88,798.05,000,798.05
2012-04-23,795.56,795.56,785.37,791.85,000,791.85
2012-04-20,798.89,810.22,798.89,804.05,000,804.05
2012-04-19,804.31,809.74,794.81,798.90,000,798.90
2012-04-18,809.41,809.41,800.55,803.32,000,803.32
2012-04-17,803.51,816.32,803.51,810.63,000,810.63
2012-04-16,796.29,802.70,791.03,798.08,000,798.08
2012-04-13,806.84,806.84,796.23,796.29,000,796.29
2012-04-12,796.71,810.29,796.71,808.59,000,808.59
2012-04-11,791.03,796.73,791.01,796.59,000,796.59
2012-04-10,802.71,803.61,783.56,784.15,000,784.15
2012-04-09,808.72,808.72,800.75,803.46,000,803.46
2012-04-05,817.24,821.35,816.43,818.18,000,818.18
2012-04-04,827.67,827.67,817.08,820.38,000,820.38
2012-04-03,839.57,841.06,831.65,834.80,000,834.80
2012-04-02,828.89,840.63,826.57,840.63,000,840.63
2012-03-30,836.47,838.37,828.00,830.30,000,830.30
2012-03-29,828.86,833.77,822.72,832.22,000,832.22
2012-03-28,839.82,841.22,828.48,834.45,000,834.45
2012-03-27,846.51,847.92,839.98,839.98,000,839.98
2012-03-26,836.45,846.31,836.45,846.13,000,846.13
2012-03-23,821.44,830.03,815.99,830.03,000,830.03
2012-03-22,823.43,823.46,816.70,821.44,000,821.44
2012-03-21,831.00,833.84,827.46,829.92,000,829.92
2012-03-20,832.31,832.31,826.70,829.24,000,829.24
2012-03-19,829.45,843.25,828.50,837.77,000,837.77
2012-03-16,832.22,832.78,827.68,830.18,000,830.18
2012-03-15,824.48,831.46,821.53,831.46,000,831.46
2012-03-14,830.07,831.61,821.18,823.40,000,823.40
2012-03-13,819.34,831.23,818.22,831.23,000,831.23
2012-03-12,817.31,819.13,811.84,814.29,000,814.29
2012-03-09,806.79,821.19,806.43,817.00,000,817.00
2012-03-08,800.64,806.80,794.82,806.34,000,806.34
2012-03-07,790.03,796.18,789.26,795.95,000,795.95
2012-03-06,796.46,796.46,785.41,787.09,000,787.09
2012-03-05,801.95,804.26,795.99,803.65,000,803.65
2012-03-02,815.30,816.80,800.13,802.42,000,802.42
2012-03-01,813.97,823.79,813.97,815.22,000,815.22
2012-02-29,824.88,829.23,810.93,810.94,000,810.94
2012-02-28,826.93,830.66,820.03,823.80,000,823.80
2012-02-27,822.00,829.55,814.92,826.66,000,826.66
2012-02-24,829.20,830.87,826.56,826.92,000,826.92
2012-02-23,817.77,829.45,814.27,829.23,000,829.23
2012-02-22,820.58,823.62,816.50,816.50,000,816.50
2012-02-21,830.10,831.01,820.37,823.20,000,823.20
2012-02-17,832.10,832.23,827.75,828.68,000,828.68
2012-02-16,813.63,829.96,813.63,829.96,000,829.96
2012-02-15,823.23,824.14,811.86,813.98,000,813.98
2012-02-14,824.76,824.76,815.42,820.65,000,820.65
2012-02-13,820.00,824.89,818.10,824.81,000,824.81
2012-02-10,823.40,823.40,812.85,813.33,000,813.33
2012-02-09,829.97,830.79,821.10,824.99,000,824.99
2012-02-08,827.25,832.64,821.58,828.39,000,828.39
2012-02-07,827.06,830.66,822.90,827.37,000,827.37
2012-02-06,827.48,830.07,825.62,828.37,000,828.37
2012-02-03,820.84,833.02,820.84,831.11,000,831.11
2012-02-02,810.24,815.88,809.14,812.89,000,812.89
2012-02-01,796.99,810.19,796.99,809.66,000,809.66
2012-01-31,794.97,795.01,788.02,792.82,000,792.82
2012-01-30,797.94,797.94,787.49,792.38,000,792.38
2012-01-27,789.71,798.85,789.69,798.85,000,798.85
2012-01-26,798.47,800.22,789.78,792.91,000,792.91
2012-01-25,787.43,796.54,784.10,795.58,000,795.58
2012-01-24,779.10,788.80,775.58,788.27,000,788.27
2012-01-23,784.35,789.41,778.38,783.05,000,783.05
2012-01-20,780.85,785.88,780.22,784.62,000,784.62
2012-01-19,780.63,784.57,779.08,782.37,000,782.37
2012-01-18,765.49,779.26,764.70,779.26,000,779.26
2012-01-17,769.05,773.26,763.81,765.53,000,765.53
2012-01-13,763.12,765.99,758.95,764.20,000,764.20
2012-01-12,768.68,770.62,761.92,770.49,000,770.49
2012-01-11,762.01,767.87,761.10,767.24,000,767.24
2012-01-10,758.25,765.28,758.25,764.75,000,764.75
2012-01-09,753.07,754.44,747.26,753.51,000,753.51
2012-01-06,752.11,754.75,745.79,749.71,000,749.71
2012-01-05,743.73,754.39,736.78,752.29,000,752.29
2012-01-04,748.35,749.61,742.89,747.28,000,747.28
2012-01-03,750.70,759.37,749.50,752.28,000,752.28
2011-12-30,743.63,746.47,740.40,740.92,000,740.92
2011-12-29,737.16,745.91,737.08,744.98,000,744.98
2011-12-28,750.60,750.60,734.69,735.21,000,735.21
2011-12-27,745.61,753.19,744.20,751.31,000,751.31
2011-12-23,747.50,748.52,744.25,747.98,000,747.98
2011-12-22,742.25,748.21,742.25,745.51,000,745.51
2011-12-21,736.31,742.12,727.12,740.45,000,740.45
2011-12-20,718.14,738.22,718.14,738.22,000,738.22
2011-12-19,725.78,729.03,707.83,708.56,000,708.56
2011-12-16,718.68,730.73,717.65,722.05,000,722.05
2011-12-15,716.10,718.00,710.34,716.01,000,716.01
2011-12-14,713.22,715.09,705.78,708.46,000,708.46
2011-12-13,736.81,742.19,715.83,718.06,000,718.06
2011-12-12,737.15,737.15,725.25,733.15,000,733.15
2011-12-09,725.41,748.44,725.31,745.40,000,745.40
2011-12-08,740.76,740.76,721.86,722.68,000,722.68
2011-12-07,746.75,749.00,732.16,746.14,000,746.14
2011-12-06,746.65,751.81,740.89,746.78,000,746.78
2011-12-05,743.64,752.71,741.59,747.03,000,747.03
2011-12-02,738.56,744.96,734.14,735.02,000,735.02
2011-12-01,734.51,739.96,730.75,730.75,000,730.75
2011-11-30,696.09,737.42,696.09,737.42,000,737.42
2011-11-29,697.85,700.60,691.96,696.10,000,696.10
2011-11-28,677.82,698.18,677.82,697.90,000,697.90
2011-11-25,671.90,679.81,666.16,666.16,000,666.16
2011-11-23,690.77,690.77,674.30,674.34,000,674.34
2011-11-22,701.89,705.25,693.90,696.26,000,696.26
2011-11-21,710.41,710.41,696.72,701.90,000,701.90
2011-11-18,720.26,723.37,715.52,719.42,000,719.42
2011-11-17,729.80,733.46,716.25,718.75,000,718.75
2011-11-16,736.23,747.76,729.53,729.86,000,729.86
2011-11-15,729.39,745.76,725.49,743.08,000,743.08
2011-11-14,741.47,742.21,728.61,732.89,000,732.89
2011-11-11,732.10,744.82,732.10,744.64,000,744.64
2011-11-10,721.81,730.67,717.98,725.48,000,725.48
2011-11-09,743.46,743.46,718.86,718.86,000,718.86
2011-11-08,749.13,756.76,736.64,755.27,000,755.27
2011-11-07,746.48,748.83,730.64,745.27,000,745.27
2011-11-04,747.48,748.66,737.21,746.49,000,746.49
2011-11-03,737.22,752.19,725.56,751.53,000,751.53
2011-11-02,713.88,733.56,713.88,733.26,000,733.26
2011-11-01,725.47,729.08,712.42,713.89,000,713.89
2011-10-31,752.44,754.05,740.84,741.06,000,741.06
2011-10-28,761.87,768.82,759.13,761.00,000,761.00
2011-10-27,739.44,769.46,739.44,765.43,000,765.43
2011-10-26,721.18,730.24,707.63,727.15,000,727.15
2011-10-25,731.34,731.34,712.15,713.65,000,713.65
2011-10-24,714.46,736.03,714.38,736.03,000,736.03
2011-10-21,704.65,712.65,702.05,712.42,000,712.42
2011-10-20,694.95,697.03,679.42,696.42,000,696.42
2011-10-19,707.96,711.21,692.35,694.37,000,694.37
2011-10-18,689.86,712.06,680.78,709.34,000,709.34
2011-10-17,707.69,707.69,687.07,688.60,000,688.60
2011-10-14,705.35,713.36,700.40,712.46,000,712.46
2011-10-13,696.47,701.18,687.58,698.82,000,698.82
2011-10-12,693.71,705.30,693.44,700.38,000,700.38
2011-10-11,679.73,691.13,677.91,688.97,000,688.97
2011-10-10,664.58,684.98,664.58,684.90,000,684.90
2011-10-07,675.66,675.74,653.78,656.21,000,656.21
2011-10-06,656.87,674.14,653.49,673.80,000,673.80
2011-10-05,648.47,661.10,641.36,658.11,000,658.11
2011-10-04,605.42,650.16,601.71,648.63,000,648.63
2011-10-03,639.73,648.85,609.49,609.49,000,609.49
2011-09-30,654.43,661.58,643.80,644.16,000,644.16
2011-09-29,655.20,669.53,645.33,662.80,000,662.80
2011-09-28,680.91,681.20,651.97,651.97,000,651.97
2011-09-27,674.65,694.70,674.62,680.23,000,680.23
2011-09-26,657.37,666.01,645.54,665.62,000,665.62
2011-09-23,642.48,655.63,641.88,652.43,000,652.43
2011-09-22,652.37,656.30,634.71,643.42,000,643.42
2011-09-21,690.46,694.19,664.07,664.58,000,664.58
2011-09-20,705.03,710.85,689.95,689.95,000,689.95
2011-09-19,705.13,708.48,694.51,702.23,000,702.23
2011-09-16,715.47,718.63,708.94,714.31,000,714.31
2011-09-15,709.71,713.51,700.53,713.51,000,713.51
2011-09-14,697.02,712.57,685.77,704.12,000,704.12
2011-09-13,681.45,693.33,678.96,691.74,000,691.74
2011-09-12,667.25,680.58,664.93,679.76,000,679.76
2011-09-09,689.24,690.09,668.10,673.96,000,673.96
2011-09-08,705.40,712.11,692.24,694.92,000,694.92
2011-09-07,689.18,709.55,689.18,709.47,000,709.47
2011-09-06,671.92,682.21,663.56,680.87,000,680.87
2011-09-02,706.06,706.06,681.45,683.36,000,683.36
2011-09-01,727.04,734.06,707.27,708.92,000,708.92
2011-08-31,731.93,737.64,719.84,726.81,000,726.81
2011-08-30,720.34,731.85,712.99,728.08,000,728.08
2011-08-29,691.77,724.71,691.77,724.65,000,724.65
2011-08-26,674.42,692.35,661.94,691.79,000,691.79
2011-08-25,692.56,701.55,673.71,674.42,000,674.42
2011-08-24,681.43,694.69,676.43,692.57,000,692.57
2011-08-23,654.43,683.07,650.01,683.07,000,683.07
2011-08-22,660.86,666.85,646.73,651.34,000,651.34
2011-08-19,655.39,672.57,650.61,651.70,000,651.70
2011-08-18,692.06,692.06,658.38,662.51,000,662.51
2011-08-17,708.42,714.65,698.26,704.03,000,704.03
2011-08-16,711.27,712.75,698.26,704.76,000,704.76
2011-08-15,702.91,718.63,702.91,718.63,000,718.63
2011-08-12,701.39,705.64,690.46,697.50,000,697.50
2011-08-11,664.37,704.50,662.59,695.89,000,695.89
2011-08-10,686.50,687.23,659.34,660.21,000,660.21
2011-08-09,659.82,696.31,639.85,696.16,000,696.16
2011-08-08,699.86,705.15,650.96,650.96,000,650.96
2011-08-05,732.56,735.86,698.60,714.63,000,714.63
2011-08-04,765.00,765.00,726.80,726.80,000,726.80
2011-08-03,768.96,773.22,750.06,772.78,000,772.78
2011-08-02,792.85,796.55,767.01,767.01,000,767.01
2011-08-01,803.82,808.60,786.24,792.85,000,792.85
2011-07-29,799.19,801.71,783.17,797.03,000,797.03
2011-07-28,800.89,809.64,798.18,799.34,000,799.34
2011-07-27,821.07,821.07,799.62,800.53,000,800.53
2011-07-26,831.46,831.63,824.37,824.83,000,824.83
2011-07-25,834.33,838.17,830.22,831.40,000,831.40
2011-07-22,841.54,843.40,836.29,841.82,000,841.82
2011-07-21,835.02,843.31,834.20,841.26,000,841.26
2011-07-20,835.07,836.02,828.64,832.34,000,832.34
2011-07-19,815.95,834.62,815.95,834.62,000,834.62
2011-07-18,828.77,828.77,811.85,815.97,000,815.97
2011-07-15,825.58,829.09,823.52,828.78,000,828.78
2011-07-14,838.67,841.34,821.95,823.32,000,823.32
2011-07-13,834.23,845.14,833.80,836.98,000,836.98
2011-07-12,830.42,838.07,829.29,829.77,000,829.77
2011-07-11,844.61,845.38,832.18,833.54,000,833.54
2011-07-08,857.38,857.38,844.93,852.57,000,852.57
2011-07-07,845.17,860.37,845.17,858.11,000,858.11
2011-07-06,841.61,845.81,837.52,845.23,000,845.23
2011-07-05,840.13,842.51,836.93,841.62,000,841.62
2011-07-01,828.25,841.06,825.53,840.04,000,840.04
2011-06-30,821.76,828.76,821.76,827.43,000,827.43
2011-06-29,819.95,822.51,814.40,819.92,000,819.92
2011-06-28,804.85,817.31,804.85,817.31,000,817.31
2011-06-27,797.33,805.94,794.00,805.14,000,805.14
2011-06-24,803.79,805.66,794.68,797.79,000,797.79
2011-06-23,793.29,803.60,783.33,802.68,000,802.68
2011-06-22,802.98,809.82,799.87,799.87,000,799.87
2011-06-21,793.14,806.69,793.09,806.37,000,806.37
2011-06-20,781.72,791.03,778.92,788.48,000,788.48
2011-06-17,784.85,790.02,778.64,781.75,000,781.75
2011-06-16,779.83,787.60,772.62,781.54,000,781.54
2011-06-15,786.98,791.16,777.33,779.46,000,779.46
2011-06-14,777.17,795.89,777.17,793.99,000,793.99
2011-06-13,781.84,785.99,773.58,777.20,000,777.20
2011-06-10,788.51,789.20,777.00,779.54,000,779.54
2011-06-09,790.29,796.47,787.85,792.64,000,792.64
2011-06-08,794.87,796.28,787.62,788.04,000,788.04
2011-06-07,800.19,803.99,797.31,797.55,000,797.55
2011-06-06,808.13,809.88,795.27,795.33,000,795.33
2011-06-03,820.68,820.68,807.71,808.13,000,808.13
